queryid	query	source	rank	top	bottom	score	url	result_height
24	天气预报济南	sogou	1	7	449	0	./uID=FIeW8l4_EZW4HVRn/v=5/type=1/sp=1/ct=160919081902/keyword=%E5%A4%A9%E6%B0%94%E9%A2%84%E6%8A%A5%E6%B5%8E%E5%8D%97/id=73515f63-40fb-492e-af73-1424c5cb9086/sec=1Gk7H6aGYKskD_oWnsRF_Q../dp=1/vr=21169501/k=%E5%A4%A9%E6%B0%94/tc?dp=1&key=%E5%A4%A9%E6%B0%94%E9%A2%84%E6%8A%A5%E6%B5%8E%E5%8D%97&pno=1&g_ut=3&is_per=0&clk=1&url=http%3A%2F%2Ffuwu.wap.sogou.com%2F%3Ffr%3Dvr_21169501&vrid=21169501&wml=1&linkid=5	-1
24	天气预报济南	sogou	2	456	670	0	./uID=FIeW8l4_EZW4HVRn/v=5/type=1/sp=1/ct=160919081902/keyword=%E5%A4%A9%E6%B0%94%E9%A2%84%E6%8A%A5%E6%B5%8E%E5%8D%97/id=73515f63-40fb-492e-af73-1424c5cb9086/sec=1Gk7H6aGYKskD_oWnsRF_Q../dp=1/vr=21248201/k=PM2.5/tc?dp=1&key=%E5%A4%A9%E6%B0%94%E9%A2%84%E6%8A%A5%E6%B5%8E%E5%8D%97&pno=1&g_ut=3&is_per=0&clk=2&url=http%3A%2F%2Fwww.cnpm25.cn%2FCity%2Fjinan.html&vrid=21248201&wml=1&linkid=0	-1
26	严东生逝世	sogou	5	1106	1227	0	./uID=FIeW8l4_EZW4HVRn/v=5/type=1/sp=1/ct=160919082836/keyword=%E4%B8%A5%E4%B8%9C%E7%94%9F%E9%80%9D%E4%B8%96/id=a1653b8e-be4c-4f44-a13e-fa69b1ad4da4/sec=uiSgNaZAsI73KFAzOfiR2Q../dp=1/vr=30010081/tc?pg=webz&clk=5&url=http%3A%2F%2Fwap.sogou.com%2Fweb%2FsearchList.jsp%3Fkeyword%3D%25E7%258E%258B%25E6%2599%2593%25E6%25A3%25A0%25E9%2580%259D%25E4%25B8%2596%26uID%3DFIeW8l4_EZW4HVRn%26dp%3D1%26v%3D5%26s_from%3Dhint_middle%26htpos%3D5%26htindex%3D1%26htdbg%3Didc%253Ebjzw%257CdbgID%253E01%257Cabt%253E2%257Cmth%253E1&f=0&id=a1653b8e-be4c-4f44-a13e-fa69b1ad4da4&dp=1&key=%E4%B8%A5%E4%B8%9C%E7%94%9F%E9%80%9D%E4%B8%96&pno=1&g_ut=3&is_per=0&vrid=30010081&linkid=0&wml=1&w=1281	-1
27	美国神婆	sogou	5	776	897	0	./uID=FIeW8l4_EZW4HVRn/v=5/type=1/sp=1/ct=160919083417/keyword=%E7%BE%8E%E5%9B%BD%E7%A5%9E%E5%A9%86/id=25a3c84b-4e3f-4a5c-a134-9d149228a9ca/sec=6DmlNPUdJncw2uLnu3-d9w../dp=1/vr=30010081/tc?pg=webz&clk=5&url=http%3A%2F%2Fwap.sogou.com%2Fweb%2FsearchList.jsp%3Fkeyword%3D%25E7%25BE%258E%25E5%259B%25BD%25E7%25A5%259E%25E5%25A9%2586%25E6%2598%259F%25E5%25BA%25A7%25E7%25BD%2591%26uID%3DFIeW8l4_EZW4HVRn%26dp%3D1%26v%3D5%26s_from%3Dhint_middle%26htpos%3D5%26htindex%3D1%26htdbg%3Didc%253Ebjzw%257CdbgID%253E01%257Cabt%253E2%257Cmth%253E1&f=0&id=25a3c84b-4e3f-4a5c-a134-9d149228a9ca&dp=1&key=%E7%BE%8E%E5%9B%BD%E7%A5%9E%E5%A9%86&pno=1&g_ut=3&is_per=0&vrid=30010081&linkid=0&wml=1&w=1281	-1
28	光头强动画片全集	sogou	4	688	904	0	./uID=FIeW8l4_EZW4HVRn/v=5/type=1/sp=1/ct=160919090628/keyword=%E5%85%89%E5%A4%B4%E5%BC%BA%E5%8A%A8%E7%94%BB%E7%89%87%E5%85%A8%E9%9B%86/id=f367c416-4fbe-46cc-94fd-e970a02a1c79/sec=XdxIFIwc3dq9h2uCQUng2w../dp=1/vr=11003501/tc?dp=1&key=%E5%85%89%E5%A4%B4%E5%BC%BA%E5%8A%A8%E7%94%BB%E7%89%87%E5%85%A8%E9%9B%86&pno=1&g_ut=3&is_per=0&&wml=1&clk=4&url=http%3A%2F%2Fwap.sogou.com%2Fweb%2FsearchList.jsp%3Fs_from%3Dkmap_recommend%26keyword%3D%25E7%2586%258A%25E5%2587%25BA%25E6%25B2%25A1%25E4%25B9%258B%25E5%25A4%25BA%25E5%25AE%259D%25E7%2586%258A%25E5%2585%25B5%26dp%3D1&vrid=11003501&linkid=0&name=%E7%86%8A%E5%87%BA%E6%B2%A1%E4%B9%8B%E5%A4%BA%E5%AE%9D%E7%86%8A%E5%85%B5	-1
28	光头强动画片全集	sogou	5	911	1032	0	./uID=FIeW8l4_EZW4HVRn/v=5/type=1/sp=1/ct=160919090628/keyword=%E5%85%89%E5%A4%B4%E5%BC%BA%E5%8A%A8%E7%94%BB%E7%89%87%E5%85%A8%E9%9B%86/id=f367c416-4fbe-46cc-94fd-e970a02a1c79/sec=XdxIFIwc3dq9h2uCQUng2w../dp=1/vr=30010081/tc?pg=webz&clk=5&url=http%3A%2F%2Fwap.sogou.com%2Fweb%2FsearchList.jsp%3Fkeyword%3D%25E5%2585%2589%25E5%25A4%25B4%25E5%25BC%25BA%25E5%258A%25A8%25E7%2594%25BB%25E7%2589%2587%25E5%2585%25A8%25E9%259B%2586100%26uID%3DFIeW8l4_EZW4HVRn%26dp%3D1%26v%3D5%26s_from%3Dhint_middle%26htpos%3D5%26htindex%3D1%26htdbg%3Didc%253Esjs%257CdbgID%253E01%257Cabt%253E2%257Cmth%253E1&f=0&id=f367c416-4fbe-46cc-94fd-e970a02a1c79&dp=1&key=%E5%85%89%E5%A4%B4%E5%BC%BA%E5%8A%A8%E7%94%BB%E7%89%87%E5%85%A8%E9%9B%86&pno=1&g_ut=3&is_per=0&vrid=30010081&linkid=0&wml=1&w=1281	-1
28	光头强动画片全集	sogou	1	7	406	0	./uID=FIeW8l4_EZW4HVRn/v=5/type=1/sp=1/ct=160919090628/keyword=%E5%85%89%E5%A4%B4%E5%BC%BA%E5%8A%A8%E7%94%BB%E7%89%87%E5%85%A8%E9%9B%86/id=f367c416-4fbe-46cc-94fd-e970a02a1c79/sec=XdxIFIwc3dq9h2uCQUng2w../dp=1/vr=70073201/k=%E5%85%89%E5%A4%B4%E5%BC%BA%E5%8A%A8%E7%94%BB%E7%89%87%E5%85%A8%E9%9B%86/tc?dp=1&key=%E5%85%89%E5%A4%B4%E5%BC%BA%E5%8A%A8%E7%94%BB%E7%89%87%E5%85%A8%E9%9B%86&pno=1&g_ut=3&is_per=0&clk=1&url=http%3A%2F%2Fm.sogou.com%2Fvideo%2Ftvdetail.jsp%3Fkeyword%3D%25E7%2586%258A%25E5%2587%25BA%25E6%25B2%25A1%25E4%25B9%258B%25E5%25A4%258F%25E6%2597%25A5%25E8%25BF%259E%25E8%25BF%259E%25E7%259C%258B%26vrid%3D70060200&vrid=70073201&wml=1&linkid=haibao	-1
29	炒饼的做法	sogou	1	7	373	0	./uID=FIeW8l4_EZW4HVRn/v=5/type=1/sp=1/ct=160919094031/keyword=%E7%82%92%E9%A5%BC%E7%9A%84%E5%81%9A%E6%B3%95/id=4979f6fa-d41c-4729-8658-3a305cd407a9/sec=rBLp91viWHfHpfqMqs-kIg../dp=1/vr=21168801/k=%E7%82%92%E9%A5%BC/tc?dp=1&key=%E7%82%92%E9%A5%BC%E7%9A%84%E5%81%9A%E6%B3%95&pno=1&g_ut=3&is_per=0&clk=1&url=http%3A%2F%2Fm.xiangha.com%2Fcaipu%2Fzs-chaobing%3Fxhdl%3Dsogou_aladdin&vrid=21168801&wml=1&linkid=0	-1
30	腾讯电脑管家	sogou	5	914	1034	0	./uID=FIeW8l4_EZW4HVRn/v=5/type=1/sp=1/ct=160919095928/keyword=%E8%85%BE%E8%AE%AF%E7%94%B5%E8%84%91%E7%AE%A1%E5%AE%B6/id=e398d227-95c3-4e12-92f4-6fc1e3721398/sec=zC-EhsjI_ZiMKKk-_spJpg../dp=1/vr=70039101/k=%E8%85%BE%E8%AE%AF%E7%94%B5%E8%84%91%E7%AE%A1%E5%AE%B6/tc?dp=1&key=%E8%85%BE%E8%AE%AF%E7%94%B5%E8%84%91%E7%AE%A1%E5%AE%B6&pno=1&g_ut=3&is_per=0&clk=5&url=http%3A%2F%2Fkf.qq.com%2Ffaq%2F120322fu63YV130422B7Rryy.html&vrid=70039101&wml=1&linkid=0	-1
32	上海商学院志愿者服务网	sogou	5	543	664	0	./uID=FIeW8l4_EZW4HVRn/v=5/type=1/sp=1/ct=160919103901/keyword=%E4%B8%8A%E6%B5%B7%E5%95%86%E5%AD%A6%E9%99%A2%E5%BF%97%E6%84%BF%E8%80%85%E6%9C%8D%E5%8A%A1%E7%BD%91/id=cae637c6-41fe-4f4a-9d96-41435ddcdef2/sec=L60vf2pSGnqWRJc5f1kmKQ../dp=1/vr=30010081/tc?pg=webz&clk=5&url=http%3A%2F%2Fwap.sogou.com%2Fweb%2FsearchList.jsp%3Fkeyword%3D%25E4%25B8%258A%25E6%25B5%25B7%25E5%2595%2586%25E5%25AD%25A6%25E9%2599%25A2%25E5%25BF%2597%25E6%2584%25BF%25E8%2580%2585%26uID%3DFIeW8l4_EZW4HVRn%26dp%3D1%26v%3D5%26s_from%3Dhint_middle%26htpos%3D5%26htindex%3D1%26htdbg%3Didc%253Esjs%257CdbgID%253E01%257Cabt%253E2%257Cmth%253E1&f=0&id=cae637c6-41fe-4f4a-9d96-41435ddcdef2&dp=1&key=%E4%B8%8A%E6%B5%B7%E5%95%86%E5%AD%A6%E9%99%A2%E5%BF%97%E6%84%BF%E8%80%85%E6%9C%8D%E5%8A%A1%E7%BD%91&pno=1&g_ut=3&is_per=0&vrid=30010081&linkid=0&wml=1&w=1281	-1
33	note7国行爆炸	sogou	4	874	1159	0	./uID=FIeW8l4_EZW4HVRn/v=5/type=1/sp=1/ct=160919105257/keyword=note7%E5%9B%BD%E8%A1%8C%E7%88%86%E7%82%B8/id=1b90efea-6334-4e2d-8bec-e1b944e893dd/sec=vvteBaik-wvAnB4m2H5DjA../dp=1/vr=11002501/k=note7%E5%9B%BD%E8%A1%8C%E7%88%86%E7%82%B8/tc?dp=1&key=note7%E5%9B%BD%E8%A1%8C%E7%88%86%E7%82%B8&pno=1&g_ut=3&is_per=0&clk=3&url=http%3A%2F%2Fweixin.sogou.com%2Fweixinwap%3Fie%3Dutf8%26query%3Dnote7%25E5%259B%25BD%25E8%25A1%258C%25E7%2588%2586%25E7%2582%25B8%26type%3D2%26sourceid%3Dweixinvr&vrid=11002501&wml=1&linkid=0	-1
34	海马s5	sogou	5	1189.5	1351.5	0	./uID=FIeW8l4_EZW4HVRn/v=5/type=1/sp=1/ct=160919112903/keyword=%E6%B5%B7%E9%A9%ACs5/id=752746c1-b647-4b79-b43c-9555e899440d/sec=ITDE6RHMABkr-wfUWLhEFQ../dp=1/vr=30010097/tc?dp=1&key=%E6%B5%B7%E9%A9%ACs5&pno=1&g_ut=3&is_per=0&clk=3&url=http%3A%2F%2Fbaike.m.sogou.com%2Fbaike%2FfullLemma.jsp%3Fmax%3D%26lid%3D75447464%26fromTitle%3D%25E6%25B5%25B7%25E9%25A9%25ACs5&vrid=30010097&wml=1&linkid=1	-1
37	合肥到成都飞机票	sogou	2	332	936	0	./uID=FIeW8l4_EZW4HVRn/v=5/type=1/sp=1/ct=160919134447/keyword=%E5%90%88%E8%82%A5%E5%88%B0%E6%88%90%E9%83%BD%E9%A3%9E%E6%9C%BA%E7%A5%A8/id=ecc152b9-ccd7-4c59-9a5a-15e0b56bf75b/sec=XoDYA8naptLOjyXExRYhHw../dp=1/vr=21165501/k=%E5%90%88%E8%82%A5%09%E6%88%90%E9%83%BD/tc?dp=1&key=%E5%90%88%E8%82%A5%E5%88%B0%E6%88%90%E9%83%BD%E9%A3%9E%E6%9C%BA%E7%A5%A8&pno=1&g_ut=3&is_per=0&clk=1&url=http%3A%2F%2Fm.ctrip.com%2Fm%2Fc1224&vrid=21165501&wml=1&linkid=6	-1
37	合肥到成都飞机票	sogou	5	1433	1554	0	./uID=FIeW8l4_EZW4HVRn/v=5/type=1/sp=1/ct=160919134447/keyword=%E5%90%88%E8%82%A5%E5%88%B0%E6%88%90%E9%83%BD%E9%A3%9E%E6%9C%BA%E7%A5%A8/id=ecc152b9-ccd7-4c59-9a5a-15e0b56bf75b/sec=XoDYA8naptLOjyXExRYhHw../dp=1/vr=30010081/tc?pg=webz&clk=5&url=http%3A%2F%2Fwap.sogou.com%2Fweb%2FsearchList.jsp%3Fkeyword%3D%25E5%2590%2588%25E8%2582%25A5%25E5%2588%25B0%25E6%2588%2590%25E9%2583%25BD%25E7%2581%25AB%25E8%25BD%25A6%25E7%25A5%25A8%26uID%3DFIeW8l4_EZW4HVRn%26dp%3D1%26v%3D5%26s_from%3Dhint_middle%26htpos%3D5%26htindex%3D1%26htdbg%3Didc%253Esjs%257CdbgID%253E01%257Cabt%253E2%257Cmth%253E1&f=0&id=ecc152b9-ccd7-4c59-9a5a-15e0b56bf75b&dp=1&key=%E5%90%88%E8%82%A5%E5%88%B0%E6%88%90%E9%83%BD%E9%A3%9E%E6%9C%BA%E7%A5%A8&pno=1&g_ut=3&is_per=0&vrid=30010081&linkid=0&wml=1&w=1281	-1
39	青岛职业技术学院	sogou	5	1016	1137	0	./uID=FIeW8l4_EZW4HVRn/v=5/type=1/sp=1/ct=160919155944/keyword=%E9%9D%92%E5%B2%9B%E8%81%8C%E4%B8%9A%E6%8A%80%E6%9C%AF%E5%AD%A6%E9%99%A2/id=9228817e-06ab-4018-80df-96ee42295ad6/sec=kLN0lAPqkA2sxhrMi05XXQ../dp=1/vr=30010081/tc?pg=webz&clk=5&url=http%3A%2F%2Fwap.sogou.com%2Fweb%2FsearchList.jsp%3Fkeyword%3D%25E9%259D%2592%25E5%25B2%259B%25E8%2581%258C%25E4%25B8%259A%25E6%258A%2580%25E6%259C%25AF%25E5%25AD%25A6%25E9%2599%25A2%25E5%25AE%25BF%25E8%2588%258D%26uID%3DFIeW8l4_EZW4HVRn%26dp%3D1%26v%3D5%26s_from%3Dhint_middle%26htpos%3D5%26htindex%3D1%26htdbg%3Didc%253Esjs%257CdbgID%253E01%257Cabt%253E2%257Cmth%253E1&f=0&id=9228817e-06ab-4018-80df-96ee42295ad6&dp=1&key=%E9%9D%92%E5%B2%9B%E8%81%8C%E4%B8%9A%E6%8A%80%E6%9C%AF%E5%AD%A6%E9%99%A2&pno=1&g_ut=3&is_per=0&vrid=30010081&linkid=0&wml=1&w=1281	-1
40	深圳三和人才市场招聘	sogou	4	736	857	0	./uID=FIeW8l4_EZW4HVRn/v=5/type=1/sp=1/ct=160919163232/keyword=%E6%B7%B1%E5%9C%B3%E4%B8%89%E5%92%8C%E4%BA%BA%E6%89%8D%E5%B8%82%E5%9C%BA%E6%8B%9B%E8%81%98/id=34738647-f3be-44b2-9dc8-8a3fd3569b67/sec=a8rhNOtaMbgp5erlgtZ5gQ../dp=1/vr=30010081/tc?pg=webz&clk=4&url=http%3A%2F%2Fwap.sogou.com%2Fweb%2FsearchList.jsp%3Fkeyword%3D%25E6%25B7%25B1%25E5%259C%25B3%25E9%25BE%2599%25E5%258D%258E%25E4%25B8%2589%25E5%2592%258C%25E4%25BA%25BA%25E6%2589%258D%25E6%258B%259B%25E8%2581%2598%26uID%3DFIeW8l4_EZW4HVRn%26dp%3D1%26v%3D5%26s_from%3Dhint_middle%26htpos%3D4%26htindex%3D1%26htdbg%3Didc%253Esjs%257CdbgID%253E01%257Cabt%253E2%257Cmth%253E1&f=0&id=34738647-f3be-44b2-9dc8-8a3fd3569b67&dp=1&key=%E6%B7%B1%E5%9C%B3%E4%B8%89%E5%92%8C%E4%BA%BA%E6%89%8D%E5%B8%82%E5%9C%BA%E6%8B%9B%E8%81%98&pno=1&g_ut=3&is_per=0&vrid=30010081&linkid=0&wml=1&w=1281	-1
42	韩剧步步惊心丽	sogou	4	993	1114	0	./uID=FIeW8l4_EZW4HVRn/v=5/type=1/sp=1/ct=160919165314/keyword=%E9%9F%A9%E5%89%A7%E6%AD%A5%E6%AD%A5%E6%83%8A%E5%BF%83%E4%B8%BD/id=4f779b76-be70-4e41-9df0-76f2ddf81b2a/sec=0hpyPZb83miY8nt9iUT34Q../dp=1/vr=30010081/tc?pg=webz&clk=5&url=http%3A%2F%2Fwap.sogou.com%2Fweb%2FsearchList.jsp%3Fkeyword%3D%25E9%259F%25A9%25E5%2589%25A7%25E6%25AD%25A5%25E6%25AD%25A5%25E6%2583%258A%25E5%25BF%2583%25E4%25B8%25BD%25E5%25B0%258F%25E8%25AF%25B4%26uID%3DFIeW8l4_EZW4HVRn%26dp%3D1%26v%3D5%26s_from%3Dhint_middle%26htpos%3D5%26htindex%3D1%26htdbg%3Didc%253Esjs%257CdbgID%253E01%257Cabt%253E2%257Cmth%253E1&f=0&id=4f779b76-be70-4e41-9df0-76f2ddf81b2a&dp=1&key=%E9%9F%A9%E5%89%A7%E6%AD%A5%E6%AD%A5%E6%83%8A%E5%BF%83%E4%B8%BD&pno=1&g_ut=3&is_per=0&vrid=30010081&linkid=0&wml=1&w=1281	-1
42	韩剧步步惊心丽	sogou	1	1	421	0	./uID=FIeW8l4_EZW4HVRn/v=5/type=1/sp=1/ct=160919165314/keyword=%E9%9F%A9%E5%89%A7%E6%AD%A5%E6%AD%A5%E6%83%8A%E5%BF%83%E4%B8%BD/id=4f779b76-be70-4e41-9df0-76f2ddf81b2a/sec=0hpyPZb83miY8nt9iUT34Q../dp=1/vr=70034705/k=%E9%9F%A9%E5%89%A7%E6%AD%A5%E6%AD%A5%E6%83%8A%E5%BF%83%E4%B8%BD/tc?dp=1&key=%E9%9F%A9%E5%89%A7%E6%AD%A5%E6%AD%A5%E6%83%8A%E5%BF%83%E4%B8%BD&pno=1&g_ut=3&is_per=0&wml=1&clk=1&url=http%3A%2F%2Fm.sogou.com%2Fvideo%2Ftvdetail.jsp%3Fkeyword%3D%25E6%25AD%25A5%25E6%25AD%25A5%25E6%2583%258A%25E5%25BF%2583%253A%25E4%25B8%25BD%26vrid%3D70000500&vrid=70034705&linkid=1	-1
43	我的世界籽岷	sogou	5	826	947	0	./uID=FIeW8l4_EZW4HVRn/v=5/type=1/sp=1/ct=160919180431/keyword=%E6%88%91%E7%9A%84%E4%B8%96%E7%95%8C%E7%B1%BD%E5%B2%B7/id=95d749e8-6dfa-488b-86b2-b02a93865bb6/sec=436PWAuxXHvHmJtWxp9hZA../dp=1/vr=30010081/tc?pg=webz&clk=5&url=http%3A%2F%2Fwap.sogou.com%2Fweb%2FsearchList.jsp%3Fkeyword%3D%25E6%2588%2591%25E7%259A%2584%25E4%25B8%2596%25E7%2595%258C%25E7%25B1%25BD%25E5%25B2%25B7%25E5%25B9%25B8%25E8%25BF%2590%25E6%2596%25B9%25E5%259D%2597%26uID%3DFIeW8l4_EZW4HVRn%26dp%3D1%26v%3D5%26s_from%3Dhint_middle%26htpos%3D5%26htindex%3D1%26htdbg%3Didc%253Ebjzw%257CdbgID%253E01%257Cabt%253E2%257Cmth%253E1&f=0&id=95d749e8-6dfa-488b-86b2-b02a93865bb6&dp=1&key=%E6%88%91%E7%9A%84%E4%B8%96%E7%95%8C%E7%B1%BD%E5%B2%B7&pno=1&g_ut=3&is_per=0&vrid=30010081&linkid=0&wml=1&w=1281	-1
44	关于秋天的作文500字	sogou	5	995	1116	0	./uID=FIeW8l4_EZW4HVRn/v=5/type=1/sp=1/ct=160919194812/keyword=%E5%85%B3%E4%BA%8E%E7%A7%8B%E5%A4%A9%E7%9A%84%E4%BD%9C%E6%96%87500%E5%AD%97/id=d0a2ed94-1cb0-47cc-9060-0ee61ca696fc/sec=sFKcQOM8jCTTR19Q84CPNw../dp=1/vr=30010081/tc?pg=webz&clk=6&url=http%3A%2F%2Fwap.sogou.com%2Fweb%2FsearchList.jsp%3Fkeyword%3D%25E5%25AE%25B6%25E4%25B9%25A1%25E7%259A%2584%25E7%25A7%258B%25E5%25A4%25A9%25E4%25BD%259C%25E6%2596%2587500%25E5%25AD%2597%26uID%3DFIeW8l4_EZW4HVRn%26dp%3D1%26v%3D5%26s_from%3Dhint_middle%26htpos%3D6%26htindex%3D1%26htdbg%3Didc%253Ebjzw%257CdbgID%253E01%257Cabt%253E2%257Cmth%253E1&f=0&id=d0a2ed94-1cb0-47cc-9060-0ee61ca696fc&dp=1&key=%E5%85%B3%E4%BA%8E%E7%A7%8B%E5%A4%A9%E7%9A%84%E4%BD%9C%E6%96%87500%E5%AD%97&pno=1&g_ut=3&is_per=0&vrid=30010081&linkid=0&wml=1&w=1281	-1
47	一路顺疯	sogou	4	775	896	0	./uID=FIeW8l4_EZW4HVRn/v=5/type=1/sp=1/ct=160919202814/keyword=%E4%B8%80%E8%B7%AF%E9%A1%BA%E7%96%AF/id=600a4ee6-48f7-40d2-b271-475cca9234a8/sec=X-JZ6fm302HS7DbEYTicag../dp=1/vr=30010081/tc?pg=webz&clk=5&url=http%3A%2F%2Fwap.sogou.com%2Fweb%2FsearchList.jsp%3Fkeyword%3D%25E7%2594%25B5%25E5%25BD%25B1%25E4%25B8%2580%25E8%25B7%25AF%25E9%25A1%25BA%25E7%2596%25AF%25E6%25BC%2594%25E5%2591%2598%25E8%25A1%25A8%26uID%3DFIeW8l4_EZW4HVRn%26dp%3D1%26v%3D5%26s_from%3Dhint_middle%26htpos%3D5%26htindex%3D1%26htdbg%3Didc%253Esjs%257CdbgID%253E01%257Cabt%253E2%257Cmth%253E1&f=0&id=600a4ee6-48f7-40d2-b271-475cca9234a8&dp=1&key=%E4%B8%80%E8%B7%AF%E9%A1%BA%E7%96%AF&pno=1&g_ut=3&is_per=0&vrid=30010081&linkid=0&wml=1&w=1281	-1
48	罪恶成魔	sogou	5	939	1060	0	./uID=FIeW8l4_EZW4HVRn/v=5/type=1/sp=1/ct=160919202908/keyword=%E7%BD%AA%E6%81%B6%E6%88%90%E9%AD%94/id=1b6fd455-e7b7-4788-a464-3c1682e86e00/sec=oSODZeV0ccV72R_tjLQdVg../dp=1/vr=30010081/tc?pg=webz&clk=5&url=http%3A%2F%2Fwap.sogou.com%2Fweb%2FsearchList.jsp%3Fkeyword%3D%25E6%25AD%25A6%25E9%2581%2593%25E7%25B3%25BB%25E7%25BB%259F%25E4%25B9%258B%25E8%258D%2589%25E6%25B0%2591%25E5%25B4%259B%25E8%25B5%25B7%26uID%3DFIeW8l4_EZW4HVRn%26dp%3D1%26v%3D5%26s_from%3Dhint_middle%26htpos%3D5%26htindex%3D1%26htdbg%3Didc%253Esjs%257CdbgID%253E01%257Cabt%253E2%257Cmth%253E1&f=0&id=1b6fd455-e7b7-4788-a464-3c1682e86e00&dp=1&key=%E7%BD%AA%E6%81%B6%E6%88%90%E9%AD%94&pno=1&g_ut=3&is_per=0&vrid=30010081&linkid=0&wml=1&w=1281	-1
49	大乐透	sogou	5	715	836	0	./uID=FIeW8l4_EZW4HVRn/v=5/type=1/sp=1/ct=160919205425/keyword=%E5%A4%A7%E4%B9%90%E9%80%8F/id=73c1d7dc-4120-489e-8347-5d75de856752/sec=6uVWUUqB2eN7DdYBAvhkjg../dp=1/vr=30010081/tc?pg=webz&clk=6&url=http%3A%2F%2Fwap.sogou.com%2Fweb%2FsearchList.jsp%3Fkeyword%3D%25E5%25A4%25A7%25E4%25B9%2590%25E9%2580%258F%25E9%25A2%2584%25E6%25B5%258B%26uID%3DFIeW8l4_EZW4HVRn%26dp%3D1%26v%3D5%26s_from%3Dhint_middle%26htpos%3D6%26htindex%3D1%26htdbg%3Didc%253Esjs%257CdbgID%253E01%257Cabt%253E2%257Cmth%253E1&f=0&id=73c1d7dc-4120-489e-8347-5d75de856752&dp=1&key=%E5%A4%A7%E4%B9%90%E9%80%8F&pno=1&g_ut=3&is_per=0&vrid=30010081&linkid=0&wml=1&w=1281	-1
11	美女图片	sogou	2	328	515	0	http://123.sogou.com/yule/meinv.html?fr=0005-0007	3263
19	长江水文网	haosou	5	884.75	1078.75	0	http://219.140.196.71/data/sc.action?scid=3g.news&id=0	300
19	长江水文网	sogou	4	401	518	0	http://219.140.196.71/sq/data/sc.action?scid=cjh.sq	311
19	长江水文网	sogou	2	152	269	0	http://219.140.196.71/sq/data/sc.action?scid=cjh.waterdata	478
17	金贝辛格	haosou	2	195	413	0	http://3g.163.com/touch/article.html?docid=BEINTGR4000300B1&from=x&referrerdomain=sbs.m.sogou.com&version=gll	3551
18	海南碧桂园	sogou	4	854	1175	0	http://3g.163.com/touch/article.html?from=index&docid=C18GECGS00074OF1	1437
26	严东生逝世	sogou	2	516	659	0	http://3g.bz163.org/?host=www.bz163.org&src=http%3A%2F%2Fwww.bz163.org%2Fnews%2F201609%2F32249.shtml	3251
13	拔罐之后皮肤很黑是什么情况	sm	5	787	972	0	http://3g.club.xywy.com/static/20100831/6445104.htm	3288
50	下面痒是怎么回事	sm	4	746	951	0	http://3g.club.xywy.com/static/20111017/10373803.htm	4106
50	下面痒是怎么回事	haosou	3	426	619	0	http://3g.club.xywy.com/static/20120521/12405668.htm	7446
50	下面痒是怎么回事	haosou	2	229	420	0	http://3g.club.xywy.com/static/20121016/14608581.htm	9486
50	下面痒是怎么回事	baidu	2	234	378	0	http://3g.club.xywy.com/static/20130606/22957704.htm	6884
26	严东生逝世	sogou	1	6	509	0	http://3g.cnhuadong.net/article/?id=1820468	4141
40	深圳三和人才市场招聘	sm	3	470	628	0	http://3g.ganji.com/gongsi_23545391/	2029
16	闵行区农业银行	sm	1	6	135	0	http://3g.ganji.com/sh_abc/minhang/	9486
16	闵行区农业银行	haosou	3	811	994	0	http://3g.ganji.com/sh_abc/minhang/?ca_name=zhuzhan2wap_post_list_abc&wapadprurl2=adurl	1290
49	大乐透	sm	5	1101	1309	0	http://3g.iletou.com/cjdlt/wfjs.html	1037
32	上海商学院志愿者服务网	haosou	2	171	354	0	http://3g.renren.com/page.do?id=601030576	993
32	上海商学院志愿者服务网	haosou	3	360	543	0	http://3g.renren.com/page/photo.do?id=6366395382&owner=601030576	728
38	广州市第八人民医院	sm	4	492	716	0	http://3g.zhuanjia.xywy.com/yiyuan-1323-1.htm	1250
38	广州市第八人民医院	sogou	3	596	1068	0	http://3g.zhuanjia.xywy.com/yiyuan-1323-1.htm?from=m_sougou	1250
38	广州市第八人民医院	sogou	2	152	589	0	http://3g.zhuanjia.xywy.com/yiyuan-1323-3.htm?from=m_sougou	1115
42	韩剧步步惊心丽	sogou	5	1120	1262	0	http://4g.4hw.com.cn/showinfo-139-259835-0.html	3138
42	韩剧步步惊心丽	sogou	3	819	986	0	http://4g.4hw.com.cn/showinfo-139-260373-0.html	2976
49	大乐透	sogou	1	7	201	0	http://8.sogou.com/kaijiang/dlt/recent.html#fr=Cf28106	639
32	上海商学院志愿者服务网	sm	4	347	557	0	http://a.sm.cn/v2/details/info?q=%E4%B8%8A%E6%B5%B7%E5%95%86%E5%AD%A6%E9%99%A2%E5%BF%97%E6%84%BF%E8%80%85&ch=smweb&ua=android&vid=13&pkg=com.triman.cnzyz	1026
22	天天向商软件官方下载	sm	1	0	199	0	http://a.sm.cn/v2/details/info?q=%E5%A4%A9%E5%A4%A9%E5%90%91%E5%95%86&ch=smweb&ua=android&vid=13&pkg=com.pockid.monster	729
30	腾讯电脑管家	sm	1	8	149	0	http://a.sm.cn/v2/details/info?q=%E8%85%BE%E8%AE%AF%E6%89%8B%E6%9C%BA%E7%AE%A1%E5%AE%B6&ch=smweb&ua=android&vid=13&pkg=com.tencent.qqpimsecure	1557
